MATHEMATICAL PATTERN COLLECTION - ORDERBOOK DATA
Analyst: fedfraud
Generated: 2025-07-04 12:36:10 UTC
================================================================================


================================================================================
ORDERBOOK BY SYMBOL
================================================================================

TYPE|EXCHANGE|SYMBOL|RATE|INTERVAL|TIME|BUY_USD|BUY_COIN|SELL_USD|SELL_COIN
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_05:00:00|3045048.1657|28.005649|2965467.84535|27.238519
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_06:00:00|2741528.9413|25.087061|2264578.146|20.702919
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_07:00:00|2933110.79205|26.808383|2305364.0816|21.050692
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_08:00:00|2370524.52725|21.701854|2697351.4297|24.669518
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_09:00:00|2977638.23865|27.237354|2393421.8351|21.872179
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_10:00:00|2949596.01915|26.8458|2741373.98775|24.923466
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_11:00:00|3365376.58865|30.658423|2486721.50715|22.628721
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_12:00:00|2319197.7999|21.171955|2620628.01455|23.902553
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_13:00:00|2668895.0847|24.461424|1928647.06455|17.657425
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_14:00:00|2542263.51095|23.070154|1678623.186|15.214759
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_15:00:00|3424959.94045|31.233283|2170851.3005|19.774364
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_16:00:00|2156821.6722|19.775194|2677164.19855|24.517846
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_17:00:00|2468846.9399|22.606151|2153053.9466|19.692222
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_18:00:00|2003671.0586|18.299785|2559991.67425|23.353711
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_19:00:00|2611025.2572|23.818893|1962035.15265|17.88042
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_20:00:00|2375605.35175|21.648881|2109799.1653|19.205257
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_21:00:00|2438187.43985|22.186842|1500717.13|13.642883
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_22:00:00|2252563.9849|20.527391|2040831.7184|18.578072
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-03_23:00:00|2730560.8582|24.902966|2448292.22485|22.305136
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-04_00:00:00|2259854.92295|20.632|2468678.90025|22.514862
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-04_01:00:00|2540486.39605|23.220348|1778826.8091|16.240433
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-04_02:00:00|2225731.87685|20.336779|2533450.5035|23.123941
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-04_03:00:00|2958122.88465|27.107714|2363768.86735|21.639138
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-04_04:00:00|2725032.70745|24.961782|2202398.2617|20.151548
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-04_05:00:00|2240112.21345|20.564416|3017610.9101|27.674714
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-04_06:00:00|2357747.39925|21.640374|2279499.6184|20.901192
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-04_07:00:00|3067057.68665|28.147905|2399203.0584|21.995766
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-04_08:00:00|1598796.11515|14.712603|2812575.0896|25.858592
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-04_09:00:00|2606825.0778|23.9816|2565771.12705|23.579711
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-04_10:00:00|3435195.32785|31.536234|2211257.15745|20.277511
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-04_11:00:00|2452163.2565|22.530591|2472596.72615|22.694134
SPOT|Bybit|BTCUSDT|0.01|1h|2025-07-04_12:00:00|2587225.54435|23.773683|2212857.18665|20.31298
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-27_12:00:00|2691404.18205|25.170134|2576137.6752|24.06596
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-27_18:00:00|3025856.6834|28.335008|2234563.3723|20.897631
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-28_00:00:00|2038738.181|19.05598|1374329.3969|12.829445
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-28_06:00:00|2746890.32245|25.618488|1984646.47925|18.488216
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-28_12:00:00|2983563.4921|27.809695|2356521.75295|21.937445
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-28_18:00:00|2447694.55875|22.789156|2475476.4138|23.020685
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-29_00:00:00|2495109.1003|23.269513|1953273.91765|18.195103
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-29_06:00:00|2715592.381|25.322064|2523009.52495|23.498756
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-29_12:00:00|2865740.6579|26.436893|1926915.4398|17.759337
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-29_18:00:00|3791090.86325|35.277492|2157462.6719|20.051213
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-30_00:00:00|2274338.18245|21.001784|2328148.49665|21.472919
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-30_06:00:00|3986297.788|36.835292|2655721.34655|24.51155
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-30_12:00:00|2350373.56885|21.84658|3143887.0553|29.187044
SPOT|Bybit|BTCUSDT|0.01|6h|2025-06-30_18:00:00|1923888.9132|17.91128|2699376.11435|25.10245
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-01_00:00:00|1966977.7025|18.369887|1965614.9953|18.336002
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-01_06:00:00|2661848.2288|24.905521|2474868.0047|23.130201
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-01_12:00:00|3302520.58395|31.003861|1994281.8369|18.696739
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-01_18:00:00|3277701.49345|30.870212|2403183.59785|22.604518
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-02_00:00:00|3129023.30635|29.626831|1975109.71935|18.680454
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-02_06:00:00|2297677.32425|21.557491|2740597.9113|25.686951
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-02_12:00:00|3569618.63055|33.228615|2829657.43545|26.311862
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-02_18:00:00|3294299.1914|30.200871|3008686.8779|27.550148
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-03_00:00:00|2503155.23745|23.013363|3858358.34735|35.425627
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-03_06:00:00|2741528.9413|25.087061|2264578.146|20.702919
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-03_12:00:00|2319197.7999|21.171955|2620628.01455|23.902553
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-03_18:00:00|2003671.0586|18.299785|2559991.67425|23.353711
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-04_00:00:00|2259854.92295|20.632|2468678.90025|22.514862
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-04_06:00:00|2357747.39925|21.640374|2279499.6184|20.901192
SPOT|Bybit|BTCUSDT|0.01|6h|2025-07-04_12:00:00|2587225.54435|23.773683|2212857.18665|20.31298
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_00:15:00|23354628.8867115|213.87977954|32499789.0797855|294.93532398
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_00:20:00|19939667.029407|182.71872239|30234037.1941795|274.50347423
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_00:25:00|17547629.453529|160.88619223|29995540.2412955|272.38536258
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_00:30:00|17946478.942712|164.52394734|30633490.895837|278.19078078
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_00:35:00|19946244.0869225|182.77585646|30226345.647398|274.41995652
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_00:40:00|22379644.125572|205.05534091|32676229.8867815|296.62167276
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_00:45:00|23132656.6788255|211.88167655|29991704.8502685|272.10625218
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_00:50:00|23948669.9559285|219.32563038|29101317.942973|263.99171606
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_00:55:00|21332358.478718|195.49603208|29122641.6580395|264.42446848
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_01:00:00|24385379.758445|223.63450138|29698297.5967695|269.74444388
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_01:05:00|23424131.2665755|214.83505624|30511910.492983|277.16535761
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_01:10:00|25044411.865019|229.61239626|29327513.1574695|266.31454772
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_01:15:00|24200085.1213765|221.8849455|28960461.6983805|262.94050349
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_01:20:00|24278881.3070865|222.56791181|29010653.838457|263.36624532
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_01:25:00|21917103.327998|200.68907608|27585525.465568|250.28370498
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_01:30:00|21227642.915255|194.46187003|30150961.7819845|273.69106504
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_01:35:00|21529690.1185535|197.15061326|27928449.8328495|253.40300861
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_01:40:00|19700026.9137195|180.56036406|28261636.940501|256.56353014
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_01:45:00|21043738.507805|192.87367293|31749141.876174|288.35654365
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_01:50:00|20818034.139076|190.80565564|30563791.247465|277.5518636
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_01:55:00|20621250.8527685|189.02007618|30457895.818529|276.60730642
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_02:00:00|20019911.055741|183.52268074|30425525.8089905|276.31117537
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_02:05:00|19503509.5122095|178.80498902|30129338.7647325|273.63201158
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_02:10:00|22806063.096629|209.16284249|31824609.1578185|289.1025887
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_02:15:00|20715307.073743|190.06757122|29758403.2730615|270.43404387
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_02:20:00|17445794.8241865|160.18612955|25845825.069179|235.18037889
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_02:25:00|20298889.6529395|186.27891788|24797182.722925|225.54827998
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_02:30:00|23669997.9600145|217.19619992|24831566.6583695|225.95668402
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_02:35:00|16131987.148322|148.21551193|19679172.633258|179.39730005
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_02:40:00|17614872.328568|161.80813516|19655980.298349|179.18506577
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_02:45:00|15429321.5430185|141.79197692|17388210.819395|158.65988521
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_02:50:00|20607149.241982|189.19874935|18505184.6405825|168.62488858
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_02:55:00|20018645.660698|183.96502106|18456633.365075|168.435291
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_03:00:00|21035906.091139|193.27574536|19516613.198012|178.05673629
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_03:05:00|20598215.764771|189.26992289|16629897.7084545|151.70297913
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_03:10:00|19327934.1300705|177.63317143|19074662.958929|174.08867789
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_03:15:00|22931450.348387|210.67321656|19432566.2683795|177.26491521
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_03:20:00|24165349.7124605|221.92285058|19992337.5502445|182.19274139
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_03:25:00|23556660.9110405|216.33158908|23269982.069569|211.75868744
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_03:30:00|24801424.5916475|227.71217284|20749766.284625|188.71098863
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_03:35:00|22998162.3894485|211.23629555|17928279.3964055|163.3387682
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_03:40:00|21677675.2165565|199.08812045|21153355.507034|192.80169755
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_03:45:00|22260308.969704|204.40313728|19258231.427932|175.42724707
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_03:50:00|20576650.8858345|189.00862457|22347098.7582525|203.73207543
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_03:55:00|21421171.41491|196.73923158|21492016.550266|195.90708376
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_04:00:00|17833542.4484655|163.85758348|17939214.6373485|163.49394056
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_04:05:00|19824360.957103|182.09171553|19385409.4881445|176.71959237
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_04:10:00|20757633.3065755|190.63910505|18773918.1497785|171.12608489
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_04:15:00|21286084.374114|195.46749505|18892458.1092495|172.18034338
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_04:20:00|23857146.9811635|219.04797991|21027324.874554|191.6062753
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_04:25:00|21623554.233799|198.62341382|22933440.5157605|209.10028634
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_04:30:00|20527009.6663155|188.58752307|22381511.6856925|204.0800605
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_04:35:00|18661313.760233|171.49549925|20233467.966467|184.55940623
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_04:40:00|15230005.9231375|140.05476449|19333465.218082|176.42832484
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_04:45:00|21493105.2558055|197.63488448|18776009.1841525|171.45398749
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_04:50:00|19047287.7089515|175.21737859|15258286.657329|139.47221843
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_04:55:00|16490102.936131|151.74203734|17395701.111232|159.08729466
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_05:00:00|18764810.1213615|172.62253065|18355544.175089|167.88109054
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_05:05:00|22742573.091881|209.17343958|17286874.4116645|158.01236133
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_05:10:00|24916438.109205|229.06280619|17985364.9917835|164.16658123
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_05:15:00|24369979.828507|224.07308303|18644874.3008655|170.22998369
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_05:20:00|23949884.591107|220.23644574|18973056.391329|173.26165242
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_05:25:00|20024795.089929|184.24584213|16725411.607282|152.94434474
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_05:30:00|22348698.1289325|205.51851957|15906558.219101|145.16335521
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_05:35:00|21734626.165827|199.84235173|15971245.4511955|145.649297
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_05:40:00|22135136.155669|203.52265967|17814271.8332315|162.52556273
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_05:45:00|21431008.5018545|197.08626125|17304280.339376|157.93649567
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_05:50:00|18324196.5441905|168.58414478|18808215.4183695|171.92776996
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_05:55:00|20938229.6030085|192.56626493|18672603.857748|170.66049478
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_06:00:00|17825768.584059|164.00168199|19045551.031709|174.10743476
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_06:05:00|17268530.394057|158.89984845|18493980.5321225|169.11653906
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_06:10:00|15739908.536184|144.87074995|17717901.926672|162.06550236
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_06:15:00|18241652.1277155|168.00346659|15684324.494907|143.71673183
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_06:20:00|21373805.9925715|196.77785066|17086683.296496|156.39723914
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_06:25:00|20971493.518999|193.07939109|16055789.186184|146.94016252
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_06:30:00|21225905.654385|195.40668746|17320560.812033|158.51153321
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_06:35:00|21146863.469196|194.64355409|17276498.3493725|158.02308232
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_06:40:00|22140494.113615|203.7868952|17794536.4640955|162.78722113
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_06:45:00|23040334.539432|212.06287635|18063276.5853635|165.26304994
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_06:50:00|22215451.219791|204.43940439|17659169.22071|161.50761651
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_06:55:00|21793872.402656|200.55964909|15757700.5651855|144.07745547
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_07:00:00|23271824.826441|214.12184459|15260243.988581|139.50000512
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_07:05:00|22574659.6715415|207.63602698|13768146.8172465|125.75426124
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_07:10:00|20669374.111468|190.2508312|17367544.3210085|158.90188608
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_07:15:00|20077519.316274|184.83407092|15890950.8549925|145.41928752
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_07:20:00|16170950.8613515|148.97364805|15031139.4937675|137.74456164
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_07:25:00|15534770.569472|143.10083177|15906309.706175|145.721842
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_07:30:00|14987645.497481|138.09104836|15435440.7951585|141.48511243
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_07:35:00|15732683.4159545|144.92295748|16158477.886539|148.05724331
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_07:40:00|23009225.7479785|211.85119197|16519669.016128|151.13576023
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_07:45:00|21089574.715882|194.23623251|15857074.9768475|145.24855343
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_07:50:00|18414399.949451|169.65807856|16373405.800169|150.05661352
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_07:55:00|16615344.679967|153.11698023|16014481.466458|146.80506571
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_08:00:00|13999481.44401|129.05467572|14829268.233339|135.9460927
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_08:05:00|20936268.105097|193.05990362|14353346.618428|131.65471796
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_08:10:00|17376279.6722075|160.30546515|14556248.6928575|133.61487962
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_08:15:00|14521912.4794165|134.0315853|13768974.7521065|126.43495607
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_08:20:00|17733783.1840065|163.58985247|15274965.4664075|140.18565894
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_08:25:00|20148313.692262|185.82352033|13387473.500057|122.72999884
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_08:30:00|19869032.256979|183.23463642|13212810.0412845|121.11956581
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_08:35:00|19358829.4223105|178.55247204|14181314.366835|130.02234407
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_08:40:00|19050082.140059|175.6728048|11802255.706957|108.14993055
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_08:45:00|19088740.7849245|175.99086284|11737364.046597|107.5404017
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_08:50:00|20649501.5837735|190.37446091|15132549.6592295|138.65835178
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_08:55:00|18778686.990815|173.19663932|16458898.9550785|150.87712143
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_09:00:00|18951054.634484|174.78760619|16736974.417519|153.44002162
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_09:05:00|19836805.099018|182.88475548|14624296.0682255|133.98404476
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_09:10:00|21371274.9221635|196.98353779|13277541.6194045|121.62621187
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_09:15:00|19157713.959277|176.60145477|12452564.0648035|114.04220376
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_09:20:00|20100209.4695795|185.23628951|10873898.5932035|99.53775183
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_09:25:00|18748676.7139365|172.70672925|10723815.6293355|98.14560049
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_09:30:00|18708359.747916|172.30714392|10276991.1728455|94.02977367
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_09:35:00|17882085.4795015|164.69803614|15521738.178368|141.98832196
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_09:40:00|17280569.2952375|159.16851036|16546630.4610215|151.37445191
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_09:45:00|18387327.001074|169.29169735|13782469.306676|126.01622671
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_09:50:00|17864318.2492515|164.53343138|17191960.7551375|157.30504661
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_09:55:00|19239285.7404425|177.22201245|18636859.0140095|170.55240873
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_10:00:00|20730407.30447|190.8861252|15815007.323475|144.64705646
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_10:05:00|21012808.1083425|193.4293916|12798356.999489|116.98278991
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_10:10:00|20408991.52387|187.8927809|13031207.556231|119.11805383
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_10:15:00|20436541.856055|188.19211355|15583370.3630055|142.53371261
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_10:20:00|17090489.921866|157.45192917|19606314.437707|179.38284554
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_10:25:00|17940737.6675155|165.25872403|19834834.0650335|181.48127788
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_10:30:00|19875025.926809|183.01306371|17967460.0961295|164.34952628
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_10:35:00|21370091.383931|196.76347811|20417714.8397865|186.8434708
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_10:40:00|21144151.792462|194.68258867|19062239.73256|174.33829849
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_10:45:00|19815311.358607|182.54046878|21383357.902156|195.6806484
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_10:50:00|19941289.1680685|183.71256926|20127984.599824|184.18986528
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_10:55:00|19737316.1727725|181.8318098|21966094.313906|201.0368232
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_11:00:00|19161295.4790235|176.53808691|25978749.5723425|237.85134931
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_11:05:00|21131359.9123045|194.57479544|23760577.9454435|217.1900254
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_11:10:00|22111428.1927125|203.5724323|23325264.529939|213.19751387
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_11:15:00|20758155.438796|191.16172409|17923073.007741|163.66859735
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_11:20:00|20274596.534939|186.74475311|21297968.2076345|194.63684834
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_11:25:00|20195868.620024|185.95639716|19388883.751202|177.26892093
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_11:30:00|20428624.967281|188.03538085|15054386.2868645|137.53487516
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_11:35:00|19968023.2519795|183.85762923|17487944.1714245|159.84671275
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_11:40:00|20510612.8952665|188.85912523|19101130.4807755|174.6509532
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_11:45:00|18977439.9292555|174.72960629|21582308.3863875|197.27470002
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_11:50:00|17623852.6734595|162.31621058|20800113.033968|190.1238615
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_11:55:00|15667659.476396|144.40128155|21500091.6633695|196.79422578
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_12:00:00|15341858.9193005|141.39793696|22693086.8080005|207.58310913
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_12:05:00|16793131.40269|154.69532536|22637282.4253995|206.99722425
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_12:10:00|18552137.405218|170.9617739|19748024.216222|180.62329753
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_12:15:00|19096636.6359755|175.9585115|21080172.023334|192.84510337
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_12:20:00|17175966.3982495|158.33202781|19653404.9474665|179.94863657
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_12:25:00|17768378.47085|163.78209067|21019630.078853|192.50277252
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_12:30:00|20144910.082804|185.65192784|19295536.338836|176.65514497
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_12:35:00|18782072.3215205|173.12938589|19042288.0566285|174.36554915
SPOT|OKX|BTC-USDT|0.01|5m|2025-07-04_12:40:00|17786472.7687965|163.97888639|19523242.5015135|178.79215978
SPOT|OKX|BTC-USDT|0.01|15m|2025-07-02_23:30:00|11200644.290275|103.02120871|37227796.4360215|339.57775851
SPOT|OKX|BTC-USDT|0.01|15m|2025-07-02_23:45:00|6115880.710444|56.34541399|18805005.6960545|172.1570453
SPOT|OKX|BTC-USDT|0.01|15m|2025-07-03_00:00:00|15975730.9979365|147.18658515|20684363.561608|189.26505355
SPOT|OKX|BTC-USDT|0.01|15m|2025-07-03_00:15:00|14833504.4013945|136.56453582|32723318.024838|298.69524586
SPOT|OKX|BTC-USDT|0.01|15m|2025-07-03_00:30:00|13987117.270248|128.77509055|31657333.1738225|288.9347935
SPOT|OKX|BTC-USDT|0.01|15m|2025-07-03_00:45:00|13935733.058881|128.17027042|13856052.5002285|126.45310012
SPOT|OKX|BTC-USDT|0.01|15m|2025-07-03_01:00:00|11756644.6947055|108.17478322|33506900.7865425|305.76638918
